"Summary","UID","Description","Location","Start Time","End Time","URL"
"ReaSports hosts Splash Bash Study Break","25034@utexas.edu","UT students are invited to take a break from the books at the beautiful Gregory Gym Aquatic Complex. Relax by the pool with DJ music, food and snack bags, a chair massage, group meditation classes, a water Zumba exercise class and more. Bring your swimsuit. All events free.","Gregory Gym (GRE), Aquatic Complex","2013-05-07 14:00:00-05:00","2013-05-07 17:00:00-05:00","http://www.utrecsports.org"
"Roadmap for careers in the 21st century is forum topic","25299@utexas.edu","""Surviving the 21st Century as a Thought Worker"" is the title of a presentation by Jennifer Bullard, chair of the Austin Chapter of the International Game Developers Association. The video game industry is one of the most rapidly changing and innovating industries in technology. Bullard discusses the skills necessary to survive and thrive in a 21st-century career.","AT&T Executive Education and Conference Center (ATT), amphitheater","2013-05-07 17:45:00-05:00","2013-05-07 19:30:00-05:00","http://www.austinforum.org"
"""Priscilla Queen of the Desert"" comes to campus stage","23195@utexas.edu","This outrageously fun show tells the uplifting story of a trio of friends on the road trip of a lifetime who hop aboard a battered old bus searching for love and friendship in the middle of the Australian outback and end up finding more than they could ever have dreamed of. Recommended for ages 13 and up due to mature language and situations.","Performing Arts Center (PAC), Bass Concert Hall","2013-05-08 20:00:00-05:00","2013-05-08 22:00:00-05:00","http://ev9.evenue.net/cgi-bin/ncommerce3/SEGetPackageInfo?packageCode=GS:PAC::SN13:&linkID=tex-pac&shopperContext=&caller=&appCode=&RSRC=tex-pac&RDAT=SUB2011-12-TPAEVT"
"The Cyprus Bank Deposit Confiscation-Is Your Money Safe Anywhere?","25223@utexas.edu","Finance professor Lew Spellman presents ""The Cyprus Bank Deposit Confiscation: Is Your Money Safe Anywhere?"" - a talk on the impact of the Cypriot bank crisis, U.S. government debt, private wealth, global wealth reallocation, government bond purchasing and sovereign debt. Presented as part of the Texas Enterprise Speaker Series.","AT&T Conference Center, Room 203","2013-05-09 11:30:00-05:00","2013-05-09 13:00:00-05:00","http://www.texasenterprise.utexas.edu/article/Lewis_Spellman_US_Government_Debt_Texas_Enterprise_Speaker_Series_May_9_2013"
"Works on paper in ""Through the Eyes of Texas"" explored","24805@utexas.edu","Works on paper in ""Through the Eyes of Texas: Masterworks from Alumni Collections"" are discussed by Francesca Consagra, the Blanton's senior curator of prints and drawings and European paintings, and curatorial associate Catherine Zinser.","Blanton Museum of Art","2013-05-09 12:30:00-05:00","2013-05-09 13:30:00-05:00","http://blantonmuseum.org/calendar_events/details/perspectives_talk_works_on_paper_in_through_the_eyes_of_texas"
"""Priscilla Queen of the Desert"" matinee performed","23193@utexas.edu","This outrageously fun show tells the uplifting story of a trio of friends on the road trip of a lifetime who hop aboard a battered old bus searching for love and friendship in the middle of the Australian outback and end up finding more than they could ever have dreamed of. Recommended for ages 13 and up due to mature language and situations.","Performing Arts Center (PAC), Bass Concert Hall","2013-05-11 14:00:00-05:00","2013-05-11 16:00:00-05:00","http://ev9.evenue.net/cgi-bin/ncommerce3/SEGetPackageInfo?packageCode=GS:PAC::SN13:&linkID=tex-pac&shopperContext=&caller=&appCode=&RSRC=tex-pac&RDAT=SUB2011-12-TPAEVT"
"Tour ""Through the Eyes of Texas"" at Blanton Museum","25044@utexas.edu","To celebrate the Blanton's 50th anniversary, University of Texas at Austin alumni have loaned the museum over 100 extraordinary objects spanning centuries, cultures and artistic periods. View these works in the ""Through the Eyes of Texas"" exhibit.","Blanton Museum of Art","2013-05-11 15:00:00-05:00","2013-05-11 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_through_the_eyes_of_texas12"
"""Priscilla Queen of the Desert"" matinee performed","23194@utexas.edu","This outrageously fun show tells the uplifting story of a trio of friends on the road trip of a lifetime who hop aboard a battered old bus searching for love and friendship in the middle of the Australian outback and end up finding more than they could ever have dreamed of. Recommended for ages 13 and up due to mature language and situations.","Performing Arts Center (PAC), Bass Concert Hall","2013-05-12 13:00:00-05:00","2013-05-12 15:00:00-05:00","http://ev9.evenue.net/cgi-bin/ncommerce3/SEGetPackageInfo?packageCode=GS:PAC::SN13:&linkID=tex-pac&shopperContext=&caller=&appCode=&RSRC=tex-pac&RDAT=SUB2011-12-TPAEVT"
"Tour ""Through the Eyes of Texas"" at Blanton Museum","25045@utexas.edu","To celebrate the Blanton's 50th anniversary, University of Texas at Austin alumni have loaned the museum over 100 extraordinary objects spanning centuries, cultures and artistic periods. View these works in the ""Through the Eyes of Texas"" exhibit.","Blanton Museum of Art","2013-05-12 15:00:00-05:00","2013-05-12 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour10"
"""Priscilla Queen of the Desert"" comes to campus stage","23192@utexas.edu","This outrageously fun show tells the uplifting story of a trio of friends on the road trip of a lifetime who hop aboard a battered old bus searching for love and friendship in the middle of the Australian outback and end up finding more than they could ever have dreamed of. Recommended for ages 13 and up due to mature language and situations.","Performing Arts Center (PAC), Bass Concert Hall","2013-05-12 19:00:00-05:00","2013-05-12 21:00:00-05:00","http://ev9.evenue.net/cgi-bin/ncommerce3/SEGetPackageInfo?packageCode=GS:PAC::SN13:&linkID=tex-pac&shopperContext=&caller=&appCode=&RSRC=tex-pac&RDAT=SUB2011-12-TPAEVT"
"Tour ""Through the Eyes of Texas"" at Blanton Museum","25046@utexas.edu","To celebrate the Blanton's 50th anniversary, University of Texas at Austin alumni have loaned the museum over 100 extraordinary objects spanning centuries, cultures and artistic periods. View these works in the ""Through the Eyes of Texas"" exhibit.","Blanton Museum of Art","2013-05-16 12:30:00-05:00","2013-05-16 13:30:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour11"
"Tour ""Through the Eyes of Texas"" at Blanton Museum","25047@utexas.edu","To celebrate the Blanton's 50th anniversary, University of Texas at Austin alumni have loaned the museum over 100 extraordinary objects spanning centuries, cultures and artistic periods. View these works in the ""Through the Eyes of Texas"" exhibit.","Blanton Museum of Art","2013-05-16 19:30:00-05:00","2013-05-16 20:30:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_through_the_eyes2"
"Tour ""Through the Eyes of Texas"" at Blanton Museum","25048@utexas.edu","To celebrate the Blanton's 50th anniversary, University of Texas at Austin alumni have loaned the museum over 100 extraordinary objects spanning centuries, cultures and artistic periods. View these works in the ""Through the Eyes of Texas"" exhibit.","Blanton Museum of Art","2013-05-18 15:00:00-05:00","2013-05-18 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_through_the_eyes_of_texas13"
"Tour ""Through the Eyes of Texas"" at Blanton Museum","25049@utexas.edu","To celebrate the Blanton's 50th anniversary, University of Texas at Austin alumni have loaned the museum over 100 extraordinary objects spanning centuries, cultures and artistic periods. View these works in the ""Through the Eyes of Texas"" exhibit.","Blanton Museum of Art","2013-05-19 15:00:00-05:00","2013-05-19 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_through_the_eyes_of_texas14"
"Blanton's ""Persuasion"" tour explores messages in art","25050@utexas.edu","A picture is worth a thousand words, the adage goes. From the church-sponsored art of the 17th century to contemporary artists reflecting on war, poverty and politics, artists have long sought to persuade the masses. Tour the Blanton Museum of Art's permanent collection and examine how artists have communicated messages and meaning from the beginning of time.","Blanton Museum of Art","2013-05-23 12:30:00-05:00","2013-05-23 13:30:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_persuasion"
"Tour Blanton's ""Changing American Landscape"" exhibit","25059@utexas.edu","The wide-open spaces of the American West have beckoned artists since the 19th century. Trace the development of landscape painting from its roots in Europe to its culmination in the 21st century during this tour that features the C.R. Smith Collection of Western Art.","Blanton Museum of Art","2013-05-25 15:00:00-05:00","2013-05-25 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_the_changing_american_landscape4"
"Blanton's ""Persuasion"" tour explores messages in art","25051@utexas.edu","A picture is worth a thousand words, the adage goes. From the church-sponsored art of the 17th century to contemporary artists reflecting on war, poverty and politics, artists have long sought to persuade the masses. Tour the Blanton Museum of Art's permanent collection and examine how artists have communicated messages and meaning from the beginning of time.","Blanton Museum of Art","2013-05-26 15:00:00-05:00","2013-05-26 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_persuasion1"
"Blanton's ""Persuasion"" tour explores messages in art","25052@utexas.edu","A picture is worth a thousand words, the adage goes. From the church-sponsored art of the 17th century to contemporary artists reflecting on war, poverty and politics, artists have long sought to persuade the masses. Tour the Blanton Museum of Art's permanent collection and examine how artists have communicated messages and meaning from the beginning of time.","Blanton Museum of Art","2013-05-30 12:30:00-05:00","2013-05-30 13:30:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_persuasion2"
"Blanton's ""Persuasion"" tour explores messages in art","25053@utexas.edu","A picture is worth a thousand words, the adage goes. From the church-sponsored art of the 17th century to contemporary artists reflecting on war, poverty and politics, artists have long sought to persuade the masses. Tour the Blanton Museum of Art's permanent collection and examine how artists have communicated messages and meaning from the beginning of time.","Blanton Museum of Art","2013-06-01 15:00:00-05:00","2013-06-01 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_persuasion_messages_and_meanings_in_art9"
"Blanton's ""Persuasion"" tour explores messages in art","25054@utexas.edu","A picture is worth a thousand words, the adage goes. From the church-sponsored art of the 17th century to contemporary artists reflecting on war, poverty and politics, artists have long sought to persuade the masses. Tour the Blanton Museum of Art's permanent collection and examine how artists have communicated messages and meaning from the beginning of time.","Blanton Museum of Art","2013-06-02 15:00:00-05:00","2013-06-02 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour12"
